timestamp,temperature,humidity,temperature_outlier,humidity_outlier
1611513313507,21.6,41.2,False,False
1611513315865,21.6,41.2,False,False
1611513318224,21.6,41.2,False,False
1611513320587,21.6,39.9,False,False
1611513322945,21.6,41.2,False,False
1611513330664,21.6,40.5,False,False
1611513343737,21.6,39.9,False,False
1611513346096,21.7,41.2,False,False
1611513353812,21.6,41.2,False,False
1611513356170,21.6,39.9,False,False
1611513358528,21.6,40.5,False,False
1611513366239,21.6,41.2,False,False
1611513368599,21.6,40.5,False,False
1611513370958,21.6,41.1,False,False
1611513373318,21.6,41.2,False,False
1611513375678,21.6,41.1,False,False
1611513383392,21.6,40.4,False,False
1611513385751,21.6,41.1,False,False
1611513388112,21.6,41.1,False,False
1611513390472,21.6,40.4,False,False
1611513392831,21.6,41.1,False,False
1611513395190,21.6,39.9,False,False
1611513397547,21.6,41.1,False,False
1611513405261,21.6,40.5,False,False
1611513407620,21.6,41.2,False,False
1611513415335,21.6,40.5,False,False
1611513428406,21.6,40.5,False,False
1611513436117,21.6,41.2,False,False
1611513438476,21.6,41.2,False,False
1611513440834,21.6,41.2,False,False
1611513448549,21.6,40.5,False,False
1611513450912,21.6,41.2,False,False
1611513453272,21.6,41.2,False,False
1611513455631,21.6,40.4,False,False
1611513457990,21.6,41.1,False,False
1611513460347,21.6,41.1,False,False
1611513462708,21.6,41.1,False,False
1611513470419,21.7,40.4,False,False
1611513472778,21.6,41.1,False,False
1611513480491,21.6,40.3,False,False
1611513482850,21.6,41.1,False,False
1611513490566,21.6,40.4,False,False
1611513498279,21.7,41.1,False,False
1611513500639,21.6,40.4,False,False
1611513502996,21.7,41.1,False,False
1611513505353,21.7,41.1,False,False
1611513507711,21.6,41.1,False,False
1611513510073,21.7,40.4,False,False
1611513517787,21.7,40.4,False,False
1611513520146,21.7,41.1,False,False
1611513522504,21.7,41.1,False,False
1611513524862,21.7,39.9,False,False
1611513543283,21.7,40.4,False,False
1611513545643,21.7,41.1,False,False
1611513548002,21.7,41.1,False,False
1611513550362,21.7,41.1,False,False
1611513558075,21.7,39.8,False,False
1611513560433,21.6,41.1,False,False
1611513562791,21.7,40.4,False,False
1611513565149,21.7,41.1,False,False
1611513567508,21.7,39.9,False,False
1611513569866,21.7,41.1,False,False
1611513572225,21.7,41.1,False,False
1611513585297,21.7,41.1,False,False
1611513587656,21.7,41.1,False,False
1611513590014,21.7,41.2,False,False
1611513603084,21.7,39.9,False,False
1611513610799,21.7,40.4,False,False
1611513613158,21.7,41.1,False,False
1611513615516,21.7,41.1,False,False
1611513617875,21.7,40.4,False,False
1611513630950,21.7,40.4,False,False
1611513638664,21.7,41.1,False,False
1611513641024,21.7,40.3,False,False
1611513643382,21.7,41.0,False,False
1611513656452,21.7,40.3,False,False
1611513664167,21.7,40.3,False,False
1611513677241,21.7,40.3,False,False
1611513679601,21.7,41.0,False,False
1611513681959,21.7,41.1,False,False
1611513689672,21.7,40.3,False,False
1611513692030,21.7,41.1,False,False
1611513694388,21.7,41.0,False,False
1611513696747,21.7,40.3,False,False
1611513699107,21.7,41.0,False,False
1611513701466,21.7,41.1,False,False
1611513709178,21.7,40.3,False,False
1611513711536,21.7,41.0,False,False
1611513713895,21.7,41.0,False,False
1611513716254,21.7,41.1,False,False
1611513729324,21.7,39.7,False,False
1611513731683,21.7,41.0,False,False
1611513739398,21.7,40.2,False,False
1611513741756,21.7,41.0,False,False
1611513744115,21.7,41.0,False,False
1611513746474,21.7,41.0,False,False
1611513748831,21.7,40.2,False,False
1611513751190,21.7,41.0,False,False
1611513753547,21.7,39.7,False,False
1611513761259,21.7,40.3,False,False
1611513763620,21.7,41.0,False,False
1611513771336,21.7,40.2,False,False
1611513773699,21.7,41.0,False,False
1611513781417,21.7,40.2,False,False
1611513783775,21.7,39.7,False,False
1611513786134,21.7,41.0,False,False
1611513788493,21.7,40.9,False,False
1611513790851,21.7,40.2,False,False
1611513793210,21.7,40.3,False,False
1611513795568,21.7,41.0,False,False
1611513797927,21.7,41.0,False,False
1611513800284,21.7,41.0,False,False
1611513802644,21.7,39.7,False,False
1611513805003,21.7,41.0,False,False
1611513807362,21.7,41.0,False,False
1611513815076,21.7,40.3,False,False
1611513828148,21.7,39.7,False,False
1611513830507,21.8,41.0,False,False
1611513832865,21.7,40.3,False,False
1611513835225,21.7,39.7,False,False
1611513837584,21.7,41.0,False,False
1611513850649,21.7,39.8,False,False
1611513853007,21.7,40.3,False,False
1611513855366,21.7,41.0,False,False
1611513889845,21.7,40.3,False,False
1611513892204,21.7,41.0,False,False
1611513905279,21.7,40.3,False,False
1611513907639,21.8,41.0,False,False
1611513915351,21.8,40.3,False,False
1611513923079,21.7,41.0,False,False
1611513925439,21.7,41.0,False,False
1611513954583,21.7,40.3,False,False
1611513956942,21.7,41.0,False,False
1611513980723,21.7,39.7,False,False
1611513993792,21.7,39.7,False,False
1611513996151,21.7,41.0,False,False
1611514014576,21.7,40.3,False,False
1611514016935,21.8,39.8,False,False
1611514019294,21.8,41.1,False,False
1611514027009,21.7,40.3,False,False
1611514029367,21.8,41.0,False,False
1611514031727,21.8,41.1,False,False
1611514034087,21.8,40.4,False,False
1611514036444,21.8,41.1,False,False
1611514038803,21.8,39.8,False,False
1611514041161,21.8,41.1,False,False
1611514048876,21.7,40.3,False,False
1611514051235,21.8,39.8,False,False
1611514053594,21.7,41.0,False,False
1611514055952,21.7,41.1,False,False
1611514058315,21.7,40.3,False,False
1611514060675,21.8,40.3,False,False
1611514068389,21.7,41.0,False,False
1611514070747,21.8,40.4,False,False
1611514078463,21.8,41.1,False,False
1611514091534,21.8,40.4,False,False
1611514093893,21.8,41.1,False,False
1611514096250,21.8,41.2,False,False
1611514098611,21.8,41.1,False,False
1611514106325,21.8,40.4,False,False
1611514108684,21.7,41.2,False,False
1611514116399,21.8,40.4,False,False
1611514118758,21.8,41.1,False,False
1611514121116,21.7,41.1,False,False
1611514150253,21.8,40.3,False,False
1611514157968,21.8,41.0,False,False
1611514171038,21.8,40.4,False,False
1611514173397,21.8,40.4,False,False
1611514181108,21.8,41.1,False,False
1611514183467,21.8,40.3,False,False
1611514191179,21.8,40.3,False,False
1611514193538,21.8,41.0,False,False
1611514206609,21.8,41.2,False,False
1611514208967,21.8,41.1,False,False
1611514211323,21.8,41.1,False,False
1611514219039,21.8,40.4,False,False
1611514221398,21.8,39.8,False,False
1611514229112,21.7,40.3,False,False
1611514236827,21.8,41.0,False,False
1611514239185,21.8,40.4,False,False
1611514241544,21.8,41.1,False,False
1611514243904,21.8,41.0,False,False
1611514246263,21.8,41.0,False,False
1611514259335,21.8,40.3,False,False
1611514267049,21.8,40.3,False,False
1611514274765,21.8,40.3,False,False
1611514287835,21.8,40.4,False,False
1611514290194,21.8,39.8,False,False
1611514292554,21.8,41.1,False,False
1611514294913,21.8,39.8,False,False
1611514302628,21.8,40.3,False,False
1611514304987,21.8,41.1,False,False
1611514307346,21.8,41.1,False,False
1611514309703,21.7,40.3,False,False
1611514312061,21.8,41.1,False,False
1611514335840,21.8,40.4,False,False
1611514338198,21.8,41.1,False,False
1611514340557,21.8,41.1,False,False
1611514348270,21.8,40.4,False,False
1611514350630,21.8,41.1,False,False
1611514352988,21.8,41.0,False,False
1611514355347,21.8,41.1,False,False
1611514363063,21.8,40.4,False,False
1611514365419,21.8,41.1,False,False
1611514373134,21.8,40.4,False,False
1611514375492,21.8,41.1,False,False
1611514377851,21.8,39.8,False,False
1611514380210,21.8,41.2,False,False
1611514382570,21.8,40.4,False,False
1611514384929,21.8,41.1,False,False
1611514387287,21.8,41.2,False,False
1611514389647,21.8,41.1,False,False
1611514392006,21.8,40.4,False,False
1611514394366,21.8,41.1,False,False
1611514396724,21.8,41.0,False,False
1611514404437,21.8,40.4,False,False
1611514406795,21.8,41.1,False,False
1611514414508,21.8,40.4,False,False
1611514416866,21.8,41.2,False,False
1611514419225,21.8,41.1,False,False
1611514421584,21.8,41.1,False,False
1611514429296,21.8,41.1,False,False
1611514431655,21.8,41.1,False,False
1611514434013,21.8,40.4,False,False
1611514436372,21.8,41.2,False,False
1611514449444,21.8,40.4,False,False
1611514451802,21.8,41.1,False,False
1611514464871,21.8,39.8,False,False
1611514467231,21.8,41.1,False,False
1611514474951,21.8,40.4,False,False
1611514477310,21.8,39.8,False,False
1611514479667,21.8,41.1,False,False
1611514492735,21.8,40.4,False,False
1611514495094,21.8,41.1,False,False
1611514497453,21.8,41.1,False,False
1611514499811,21.8,41.1,False,False
1611514507525,21.8,40.4,False,False
1611514509884,21.8,41.1,False,False
1611514512242,21.8,41.2,False,False
1611514514600,21.8,41.2,False,False
1611514516958,21.8,41.2,False,False
1611514535383,21.8,40.4,False,False
1611514543096,21.8,39.9,False,False
1611514550810,21.8,40.4,False,False
1611514553167,21.8,41.2,False,False
1611514555525,21.8,41.2,False,False
1611514557884,21.8,40.4,False,False
1611514560243,21.8,41.1,False,False
1611514562602,21.8,41.2,False,False
1611514564961,21.8,41.1,False,False
1611514572678,21.8,40.4,False,False
1611514580394,21.8,40.4,False,False
1611514582753,21.8,39.8,False,False
1611514585111,21.8,41.1,False,False
1611514592826,21.8,40.4,False,False
1611514595185,21.8,41.1,False,False
1611514613616,21.8,40.4,False,False
1611514615973,21.8,39.9,False,False
1611514623685,21.8,40.4,False,False
1611514626044,21.8,41.1,False,False
1611514628403,21.8,41.1,False,False
1611514630761,21.8,41.1,False,False
1611514638475,21.8,40.4,False,False
1611514640834,21.8,41.1,False,False
1611514643193,21.8,41.2,False,False
1611514645551,21.8,41.1,False,False
1611514647910,21.8,41.2,False,False
1611514655626,21.8,40.4,False,False
1611514663341,21.8,40.4,False,False
1611514665700,21.8,39.9,False,False
1611514668059,21.8,41.2,False,False
1611514670418,21.8,41.1,False,False
1611514672777,21.8,40.4,False,False
1611514675137,21.8,39.9,False,False
1611514677495,21.8,41.2,False,False
1611514690568,21.8,40.5,False,False
1611514692926,21.8,41.2,False,False
1611514695284,21.8,41.3,False,False
1611514697641,21.8,41.2,False,False
1611514699999,21.8,39.9,False,False
1611514702358,21.8,40.5,False,False
1611514704715,21.8,40.5,False,False
1611514707072,21.8,41.2,False,False
1611514709429,21.8,41.2,False,False
1611514711788,21.8,41.2,False,False
1611514719503,21.8,40.5,False,False
1611514721862,21.8,41.2,False,False
1611514724219,21.8,41.2,False,False
1611514737285,21.8,39.9,False,False
1611514739645,21.8,41.2,False,False
1611514742004,21.8,41.2,False,False
1611514744362,21.8,41.3,False,False
1611514752075,21.8,40.5,False,False
1611514754435,21.8,41.2,False,False
1611514762155,21.8,40.5,False,False
1611514764515,21.8,40.5,False,False
1611514766874,21.8,41.2,False,False
1611514769232,21.8,41.2,False,False
1611514771591,21.8,41.2,False,False
1611514784669,21.8,40.5,False,False
1611514787029,21.8,39.9,False,False
1611514789387,21.8,41.2,False,False
1611514791746,21.8,41.2,False,False
1611514794105,21.8,41.2,False,False
1611514801819,21.8,40.5,False,False
1611514804178,21.8,41.2,False,False
1611514811896,21.8,40.5,False,False
1611514824963,21.8,40.0,False,False
1611514880877,21.8,40.0,False,False
1611514883236,21.8,41.3,False,False
1611514885594,21.8,40.5,False,False
1611514887955,21.8,41.2,False,False
1611514890314,21.8,41.2,False,False
1611514892671,21.8,41.3,False,False
1611514895031,21.8,40.5,False,False
1611514902748,21.8,40.6,False,False
1611514905107,21.8,40.0,False,False
1611514912819,21.8,40.6,False,False
1611514915178,21.8,41.3,False,False
1611514933608,21.8,40.6,False,False
1611514946680,21.8,40.6,False,False
1611514949039,21.8,40.0,False,False
1611514951398,21.8,41.3,False,False
1611514964468,21.8,40.0,False,False
1611514966827,21.8,40.6,False,False
1611514969184,21.8,41.3,False,False
1611514971543,21.8,41.4,False,False
1611514973902,21.8,41.3,False,False
1611514976260,21.9,40.6,False,False
1611514978619,21.8,41.3,False,False
1611514980977,21.8,41.3,False,False
1611514988692,21.8,40.6,False,False
1611514991050,21.8,41.4,False,False
1611515004120,21.8,40.6,False,False
1611515006478,21.8,41.4,False,False
1611515014192,21.8,40.6,False,False
1611515021911,21.8,40.6,False,False
1611515024271,21.8,41.3,False,False
1611515026629,21.8,40.0,False,False
1611515028988,21.8,41.3,False,False
1611515036704,21.8,40.6,False,False
1611515039063,21.9,40.0,False,False
1611515041423,21.8,41.3,False,False
1611515065203,21.8,40.6,False,False
1611515067562,21.9,40.0,False,False
1611515069920,21.8,41.3,False,False
1611515077634,21.8,40.5,False,False
1611515085348,21.8,41.3,False,False
1611515087706,21.9,40.1,False,False
1611515095424,21.8,40.6,False,False
1611515108495,21.9,41.3,False,False
1611515110854,21.9,41.4,False,False
1611515113212,21.8,40.6,False,False
1611515115572,21.9,40.1,False,False
1611515117930,21.8,41.3,False,False
1611515120289,21.8,41.3,False,False
1611515128002,21.9,40.7,False,False
1611515130360,21.8,41.3,False,False
1611515132718,21.9,40.1,False,False
1611515135076,21.8,41.3,False,False
1611515137435,21.8,41.3,False,False
1611515139794,21.8,41.3,False,False
1611515142152,21.8,40.6,False,False
1611515149864,21.8,41.3,False,False
1611515157576,21.8,40.0,False,False
1611515159933,21.9,41.4,False,False
1611515162292,21.8,40.6,False,False
1611515164650,21.9,41.4,False,False
1611515177720,21.8,40.6,False,False
1611515185432,21.9,40.7,False,False
1611515187790,21.8,41.3,False,False
1611515190150,21.8,41.3,False,False
1611515203215,21.8,40.1,False,False
1611515216284,21.8,41.4,False,False
1611515223997,21.8,40.7,False,False
1611515231717,21.8,40.7,False,False
1611515234076,21.8,41.5,False,False
1611515236434,21.9,41.5,False,False
1611515238793,21.8,41.5,False,False
1611515241151,21.9,40.8,False,False
1611515243510,21.8,41.5,False,False
1611515245867,21.9,41.5,False,False
1611515248226,21.9,41.5,False,False
1611515250586,21.9,41.6,False,False
1611515252944,21.8,40.2,False,False
1611515260659,21.8,40.7,False,False
1611515263017,21.8,41.5,False,False
1611515265377,21.9,41.5,False,False
1611515267737,21.9,40.8,False,False
1611515275452,21.9,40.3,False,False
1611515277811,21.9,40.8,False,False
1611515285524,21.8,41.5,False,False
1611515293240,21.9,40.8,False,False
1611515295598,21.9,41.5,False,False
1611515297955,21.9,41.6,False,False
1611515300314,21.9,41.5,False,False
1611515302672,21.9,41.5,False,False
1611515310387,21.9,40.7,False,False
1611515312746,21.9,41.4,False,False
1611515320464,21.8,40.7,False,False
1611515328179,21.9,40.7,False,False
1611515330538,21.8,40.6,False,False
1611515343608,21.9,40.6,False,False
1611515345967,21.9,41.3,False,False
1611515348326,21.9,41.3,False,False
1611515356039,21.8,40.0,False,False
1611515358398,21.9,41.3,False,False
1611515360755,21.9,41.3,False,False
1611515363114,21.9,41.1,False,False
1611515365473,21.9,41.3,False,False
1611515367832,21.9,41.3,False,False
1611515375548,21.8,40.5,False,False
1611515377908,21.9,41.3,False,False
1611515380265,21.9,41.3,False,False
1611515382623,21.9,40.6,False,False
1611515384982,21.9,41.3,False,False
1611515387341,21.9,41.3,False,False
1611515389699,21.9,41.3,False,False
1611515397412,21.9,40.6,False,False
1611515399770,21.9,40.0,False,False
1611515402128,21.9,41.3,False,False
1611515409843,21.9,40.6,False,False
1611515412203,21.9,41.3,False,False
1611515414563,21.9,41.3,False,False
1611515416922,21.9,41.2,False,False
1611515419282,21.9,40.5,False,False
1611515421639,21.9,41.2,False,False
1611515423999,21.9,41.2,False,False
1611515426356,21.9,41.2,False,False
1611515434071,21.9,40.5,False,False
1611515441782,21.9,40.4,False,False
1611515444147,21.9,41.2,False,False
1611515446506,21.9,41.1,False,False
1611515448863,21.9,39.9,False,False
1611515451221,21.9,40.4,False,False
1611515453580,21.9,41.1,False,False
1611515455939,21.9,41.1,False,False
1611515463653,21.9,40.3,False,False
1611515466012,21.9,41.0,False,False
1611515479077,21.8,39.7,False,False
1611515481437,21.9,41.1,False,False
1611515489147,21.9,40.4,False,False
1611515491508,21.9,39.9,False,False
1611515493867,21.9,41.1,False,False
1611515501579,21.9,40.4,False,False
1611515503938,21.9,41.2,False,False
1611515506299,21.9,39.8,False,False
1611515508660,21.9,40.4,False,False
1611515511018,21.9,40.4,False,False
1611515513377,21.9,41.1,False,False
1611515515735,21.9,41.2,False,False
1611515518094,21.9,41.2,False,False
1611515547231,21.9,40.5,False,False
1611515554948,21.9,40.5,False,False
1611515578731,21.9,40.6,False,False
1611515581090,21.9,41.3,False,False
1611515583449,21.9,41.3,False,False
1611515585813,21.9,41.3,False,False
1611515588171,21.9,41.3,False,False
1611515601243,21.9,41.3,False,False
1611515603601,21.9,41.3,False,False
1611515611317,21.9,40.1,False,False
1611515619031,21.9,40.7,False,False
1611515621390,21.9,41.4,False,False
1611515623752,21.8,41.3,False,False
1611515631467,21.9,41.4,False,False
1611515633826,21.9,41.4,False,False
1611515641542,21.9,40.7,False,False
1611515649256,21.9,40.7,False,False
1611515662323,21.9,40.7,False,False
1611515664682,21.9,41.3,False,False
1611515672396,21.9,40.6,False,False
1611515674755,21.9,41.4,False,False
1611515677112,21.9,41.3,False,False
1611515679471,21.9,41.2,False,False
1611515681829,21.9,40.5,False,False
1611515684188,21.9,41.3,False,False
1611515686548,21.9,41.2,False,False
1611515688908,21.9,41.3,False,False
1611515707335,21.9,40.6,False,False
1611515709694,21.9,41.3,False,False
1611515722759,21.9,41.3,False,False
1611515730475,21.9,40.7,False,False
1611515732832,21.9,41.3,False,False
1611515745903,21.9,40.1,False,False
1611515753616,21.9,40.6,False,False
1611515755975,21.9,41.3,False,False
1611515758334,21.9,41.3,False,False
1611515760696,21.9,41.3,False,False
1611515768412,21.9,41.3,False,False
1611515770770,21.9,41.4,False,False
1611515773128,21.9,40.7,False,False
1611515775487,21.9,41.3,False,False
1611515788560,21.9,40.7,False,False
1611515790917,21.9,41.4,False,False
1611515798633,21.9,40.7,False,False
1611515800992,21.9,41.4,False,False
1611515803349,21.9,41.4,False,False
1611515811069,21.9,40.7,False,False
1611515818784,21.9,40.7,False,False
1611515821143,21.9,41.5,False,False
1611515828856,21.9,40.7,False,False
1611515831216,21.9,40.2,False,False
1611515833574,21.9,41.4,False,False
1611515835931,21.9,41.4,False,False
1611515843645,21.9,40.7,False,False
1611515846004,21.9,41.5,False,False
1611515848363,21.9,41.5,False,False
1611515850719,21.9,40.2,False,False
1611515858436,21.9,40.7,False,False
1611515866152,21.9,40.8,False,False
1611515868511,21.9,41.5,False,False
1611515881582,21.9,41.5,False,False
1611515883941,21.9,41.5,False,False
1611515886300,21.9,40.8,False,False
1611515888658,21.9,41.5,False,False
1611515896375,21.9,40.8,False,False
1611515898734,21.9,41.5,False,False
1611515901093,21.9,41.5,False,False
1611515903450,21.9,41.5,False,False
1611515911165,21.9,40.8,False,False
1611515913523,21.9,41.5,False,False
1611515915882,21.9,41.5,False,False
1611515918241,21.9,40.8,False,False
1611515920600,21.9,41.5,False,False
1611515928315,21.9,40.8,False,False
1611515930674,21.9,41.5,False,False
1611515933032,21.9,41.5,False,False
1611515935390,21.9,40.1,False,False
1611515937749,21.9,41.4,False,False
1611515940107,21.9,41.5,False,False
1611515942467,21.9,41.4,False,False
1611515944826,21.9,40.7,False,False
1611515947185,21.9,41.5,False,False
1611515949543,21.9,41.4,False,False
1611515951901,21.9,41.4,False,False
1611515954260,21.9,40.7,False,False
1611515956619,21.9,41.5,False,False
1611515958978,21.9,41.5,False,False
1611515972049,21.9,41.6,False,False
1611515974408,21.9,41.5,False,False
1611515987476,21.9,41.5,False,False
1611515989835,21.9,41.5,False,False
1611515992194,21.9,40.2,False,False
1611515999909,21.9,40.8,False,False
1611516002267,21.9,41.6,False,False
1611516009981,21.9,40.8,False,False
1611516012339,21.9,41.5,False,False
1611516014699,21.9,41.5,False,False
1611516027768,21.9,41.5,False,False
1611516030127,21.9,40.2,False,False
1611516032486,21.9,40.8,False,False
1611516040202,21.9,40.8,False,False
1611516047913,21.9,40.8,False,False
1611516050272,21.9,41.5,False,False
1611516052632,21.9,41.5,False,False
1611516065704,21.9,40.3,False,False
1611516068062,21.9,41.5,False,False
1611516081131,21.9,41.6,False,False
1611516088843,21.9,40.8,False,False
1611516101917,21.9,40.2,False,False
1611516109629,21.9,40.8,False,False
1611516111988,21.9,41.5,False,False
1611516114347,21.9,41.5,False,False
1611516116704,21.9,40.8,False,False
1611516119062,21.9,41.5,False,False
1611516126773,21.9,40.8,False,False
1611516134488,21.9,40.8,False,False
1611516142201,21.9,40.8,False,False
1611516144561,21.9,41.5,False,False
1611516146923,21.9,40.3,False,False
1611516154635,21.9,40.8,False,False
1611516156994,21.9,41.5,False,False
1611516170067,21.9,41.5,False,False
1611516172427,21.9,40.8,False,False
1611516180142,21.9,41.6,False,False
1611516187857,21.9,40.3,False,False
1611516190214,21.9,41.6,False,False
1611516192578,21.9,40.9,False,False
1611516194937,21.9,41.6,False,False
1611516197296,21.9,41.6,False,False
1611516210368,21.9,41.7,False,False
1611516218084,21.9,40.9,False,False
1611516220453,21.9,41.7,False,False
1611516228170,21.9,40.9,False,False
1611516230529,21.9,41.6,False,False
1611516232887,21.9,41.6,False,False
1611516235250,21.9,40.4,False,False
1611516242964,21.9,41.6,False,False
1611516245322,21.9,41.7,False,False
1611516247681,21.9,41.0,False,False
1611516255396,21.9,40.5,False,False
1611516257759,21.9,41.6,False,False
1611516260119,21.9,41.5,False,False
1611516262477,21.9,41.6,False,False
1611516264837,21.9,40.4,False,False
1611516272551,21.9,40.9,False,False
